Направление;Товар;Свойство;Строка в эталоне;Строка в проверяемом;Число в эталоне;Число в проверяемом;Дата в эталоне;Дата в проверяемом
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_5-3-3-5-3-4-4-4-8_3_ЖВ;;;23;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_1-2-1-3-1-4-3-1-7_3_ЖВ;;;22;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_1-2-1-3-1-4-3-1-7_5_ЖВ;;;24;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_1-2-1-3-1-4-3-1-7_8_ЖВ;;;22;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_1-1-1-3-1-3-1-2-2_3_ЖВ;;;25;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_1-2-1-3-1-4-3-1-7_12_ЖВ;;;25;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_3-1-1-3-2-2-2-2-4_1_ЖВ;;;22;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_2-1-2-4-1-2-2-2-6_1_ЖВ;;;24;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_2-1-1-4-1-2-2-2-5_1_ЖВ;;;25;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_3-1-1-2-2-2-2-2-4_1_ЖВ;;;24;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_1-1-2-3-2-1-2-2-5_1_ЖВ;;;25;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_2-1-1-3-1-1-2-2-5_2_ЖВ;;;25;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_2-1-1-4-1-2-2-2-1_1_ЖВ;;;21;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_3-1-2-4-2-1-2-2-3_1_ЖВ;;;23;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_3-1-1-3-2-1-2-2-4_1_ЖВ;;;23;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_2-1-1-4-1-2-2-2-5_2_ЖВ;;;25;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_1-1-1-3-1-1-3-1-5_2_ЖВ;;;23;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_2-1-1-4-2-1-2-2-3_1_ЖВ;;;24;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_1-1-2-4-1-1-2-2-6_1_ЖВ;;;25;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_2-1-1-4-1-1-2-2-5_1_ЖВ;;;25;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_3-1-2-4-1-3-1-2-2_2_ЖВ;;;21;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_2-1-1-3-1-1-3-1-5_1_ЖВ;;;25;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Свойство для поднятия версии;;;30122018,01;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Иск_2-1-1-3-2-1-3-1-5_ЖВ;;;14;;;
000->092;Хлоргексидина биглюконат, р-р 0.05% 100мл пластик;Ядро_расширенное;;;;;;
000->092;Теймурова паста, 30г;Свойство для поднятия версии;;;28122018,03;;;
000->092;Номидес, капс 45мг №10;Иск_5-3-3-5-3-4-4-4-8_1_ЖВ;;;21;20;;
000->092;Номидес, капс 45мг №10;Иск_5-3-3-5-3-4-4-4-8_2_ЖВ;;;22;19;;
000->092;Номидес, капс 45мг №10;Иск_5-3-3-5-3-4-4-4-8_3_ЖВ;;;22;;;
000->092;Номидес, капс 45мг №10;Иск_3-1-2-4-1-2-2-3-5_1_ЖВ;;;22,5;;;
000->092;Номидес, капс 45мг №10;Свойство для поднятия версии;;;28122018,03;;;
000->092;Ножницы д/разрез повязок горизонт/изогнут с пуговицей 185мм;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Малавит крем д/рук и ногтей 75мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;Стрептоцид, пор д/нар прим банка с дозатором 10г;Свойство для поднятия версии;;;28122018,03;;;
000->092;Худеем за неделю, кофе жиросж капуч вкус бейлис 9г №7;Свойство для поднятия версии;;;28122018,03;;;
000->092;Толперизон, тбл п/п/о 150мг №30;Свойство для поднятия версии;;;28122018,03;;;
000->092;Толперизон, тбл п/п/о 50мг №30;Свойство для поднятия версии;;;28122018,03;;;
000->092;Толперизон, тбл п/п/о 150мг №30__Аналог;Свойство для поднятия версии;;;28122018,03;;;
000->092;Толперизон, тбл п/п/о 50мг №30__Аналог;Свойство для поднятия версии;;;28122018,03;;;
000->092;Прокл, Котекс ультра ночные сетч №14;Группа скидки;;;2;2;;
000->092;Прокл, Котекс ультра ночные сетч №14;Рекламная акция;Zavezu;Zavezu;;;;
000->092;Прокл, Котекс ультра ночные сетч №14;Группа наценки прайс-листов;Не ЖВ;Не ЖВ;;;;
000->092;Прокл, Котекс ультра ночные сетч №14;Группа наценки;ПРОЧЕЕ СУПЕРМАРКЕТ;ПРОЧЕЕ СУПЕРМАРКЕТ;;;;
000->092;Прокл, Котекс ультра ночные сетч №14;ПК_2016;Кимберли Кларк;Кимберли Кларк;;;;
000->092;Прокл, Котекс ультра ночные сетч №14;Свойство для поднятия версии;;;28122018,03;;;
000->092;Тамсулозин-Канон, капс пролонг 0,4мг №30;Иск_2-1-2-3-2-3-1-2-2_1_ЖВ;;;20;;;
000->092;Тамсулозин-Канон, капс пролонг 0,4мг №30;Свойство для поднятия версии;;;30122018,01;;;
000->092;Ergoforma чулки антиэмбол белые кк2 р.М 247;Свойство для поднятия версии;;;28122018,03;;;
000->092;Кетопрофен-Тева, гель 2.5% 30г;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Исключения Эластичные 1ЖВ;;;16;15;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Исключение 3-2-2-5-2-3-4-2-4 Ж;;;17;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_2-1-1-4-1-2-2-2-4_1_ЖВ;;;17;15;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-1-1-2-1-1-3-1-5_1_ЖВ;;;16;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_2-1-1-2-2-2-2-2-5_1_ЖВ;;;18;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_2-2-1-3-1-1-2-2-6_1_ЖВ;;;21;15;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_5-4-3-5-3-4-4-4-8_2_ЖВ;;;23;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_5-3-3-5-3-4-4-4-8_1_ЖВ;;;18;11;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-2-1-3-1-4-3-1-7_3_ЖВ;;;17;15;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-2-1-3-1-4-3-1-7_5_ЖВ;;;21;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-1-1-3-1-3-1-2-2_3_ЖВ;;;21;15;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_2-1-2-4-1-2-2-2-6_1_ЖВ;;;21;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-1-2-3-2-1-2-2-5_1_ЖВ;;;23;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_2-1-2-3-2-3-1-2-2_1_ЖВ;;;20;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_2-1-1-4-1-2-2-2-1_1_ЖВ;;;16;15;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_3-1-2-4-1-2-2-3-5_1_ЖВ;;;22;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-1-2-4-1-1-2-2-6_1_ЖВ;;;17;15;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_2-1-1-4-1-1-2-2-5_1_ЖВ;;;23;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_3-1-2-4-1-3-1-2-2_2_ЖВ;;;17;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_2-1-1-3-1-1-3-1-5_1_ЖВ;;;18;12;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-1-2-4-2-3-1-2_0_ЖВ;;;17;15;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-2-1-4-1-4-3-1-7_2_1_ЖВ;;;17;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-1-3-5-4-3-3-3-2_ЖВ;;;17;;;
000->092;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Свойство для поднятия версии;;;30122018,01;;;
000->092;Ergoforma чулки антиварик коричневые 211 кк1 р.2;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Октреотид, р-р в/в и п/к вв 50мкг/мл 1мл амп №10;Свойство для поднятия версии;;;28122018,03;;;
000->092;Подгуз-трусики Хелен Харпер софт и драй джуниор 12-18кг №17;Свойство для поднятия версии;;;28122018,03;;;
000->092;Фенхель плоды, пачка 50г;Свойство для поднятия версии;;;28122018,03;;;
000->092;Биомороженое бифилак форте к/мол б/сах ваниль 45г №7 порций;Свойство для поднятия версии;;;28122018,03;7122018;;
000->092;Мята перечная листья, пачка 50г;Свойство для поднятия версии;;;28122018,03;;;
000->092;Фурациллин, дез ср-во порошок 20мг №20;Свойство для поднятия версии;;;28122018,03;;;
000->092;Микодерил, крем 1% 30г;Свойство для поднятия версии;;;28122018,03;;;
000->092;Памперс премиум кейр мини 4-8кг №20;Свойство для поднятия версии;;;28122018,03;;;
000->092;Тысячелистник трава, пачка 50г;Свойство для поднятия версии;;;28122018,03;;;
000->092;Сульфацил натрия, капли гл 20% 10мл фл-кап;Свойство для поднятия версии;;;28122018,03;;;
000->092;Фенилэфрин-оптик, капли гл 2,5% 5мл фл-кап;Иск_2-1-1-3-1-1-3-1-5_1;;;73;;;
000->092;Фенилэфрин-оптик, капли гл 2,5% 5мл фл-кап;Свойство для поднятия версии;;;28122018,03;;;
000->092;Санипон-софт мыло жидкое а/септич (кожный антисептик) 250мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;Биомороженое бифилак форте к/мол б/сах клетчат 45г №7 порций;Свойство для поднятия версии;;;28122018,03;;;
000->092;Тиоцетам, р-р в/в в/м амп 5мл №10;Свойство для поднятия версии;;;28122018,03;;;
000->092;Ранкоф Тим ,сироп от кашля 100мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;Янумет Лонг, тбл пролонг п/п/о 50мг+1000мг №56;Иск_1-2-1-4-1-4-3-1-7_5;;;10;80;;
000->092;Янумет Лонг, тбл пролонг п/п/о 50мг+1000мг №56;Свойство для поднятия версии;;;28122018,03;17122018;;
000->092;Бетагистин-Медисорб, тбл 24мг №30;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Метформин-Акрихин, тбл п/п/о 500мг №60;Свойство для поднятия версии;;;30122018,01;;;
000->092;Сироп Алтамар с пантогематогеном д/муж здоровья 250мл;Свойство для поднятия версии;;;28122018,03;;;
000->092;НОВОПАН 2 №120 КАПС;Свойство для поднятия версии;;;28122018,03;;;
000->092;Лампа солевая Амфора (2-3кг);Свойство для поднятия версии;;;28122018,03;5;;
000->092;Курапрокс ершики межзубные №5;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Курапрокс держатель д/ершиков односторонний;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Бинт эласт Клинса СР 10х1,5м застежка;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Де-криз, тбл 5мг+10мг №30;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Аппликатор Ляпко мячик игольчатый плюс шаг 4,0мм;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Фемикапс изи лайф, капс №120;Свойство для поднятия версии;;;28122018,03;5;;
000->092;Био-ойл гель д/сухой кожи 100мл;Свойство для поднятия версии;;;28122018,03;7122018;;
000->092;Lubby, набор д/ухода расческа+щетка малышарики 0+ 20905;Свойство для поднятия версии;;;28122018,03;7122018;;
000->092;Lubby, тарелка малышарики 4+ 200мл 20914;Свойство для поднятия версии;;;28122018,03;7122018;;
000->092;Lubby, тарелка just 6+ 20152;Свойство для поднятия версии;;;28122018,03;7122018;;
092->000;ЧИСТОСТОП-ФОРТЕ ГЕЛЬ Д'НОГ ПРОТИВОГРИБКОВЫЙ 30МЛ;Фармгруппа1;;БАД наружные;;;;
092->000;Лампа солевая Амфора (2-3кг);Фармгруппа1;;Ароматерапия, натуральные масла;;;;
092->000;БИОМОРОЖЕНОЕ СЛИВОЧНОЕ СЕМЕЙНЫЙ АКТИВ ГОРЬКИЙ ШОКОЛАД 450ГР;Фармгруппа1;;Прочее питание;;;;
092->000;ХУДЕЕМ ЗА НЕДЕЛЮ КОКТЕЙЛЬ БЕЛКОВО-ШОКОЛАД.40,0 №5;Фармгруппа1;;Диета, спорт;;;;
092->000;САЛФЕТКА STERILUX ES CТЕР.5Х5 №5 ХАРТ;Фармгруппа1;;#Н/Д;;;;
092->000;САЛФЕТКА STERILUX ES CТЕР.5Х5 №5 ХАРТ;Иск_1-2-1-4-1-4-3-1-7_5;;;;70;;
092->000;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №10 ХАРТ;Фармгруппа1;;#Н/Д;;;;
092->000;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №10 ХАРТ;Иск_1-1-1-3-1-1-3-1-5_1;;;;40;;
092->000;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №10 ХАРТ;Иск_1-2-1-3-1-4-3-1-7_2;;;;11;;
092->000;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №10 ХАРТ;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;40;;
092->000;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №20 ХАРТ;Фармгруппа1;;#Н/Д;;;;
092->000;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №20 ХАРТ;Иск_1-1-1-3-1-1-3-1-5_1;;;;52;;
092->000;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №20 ХАРТ;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;52;;
092->000;САЛФЕТКА STERILUX ES CТЕР.7,5Х7,5 №5 ХАРТ;Фармгруппа1;;#Н/Д;;;;
092->000;ПОВЯЗКА КОСМОПОР-Е 15Х6 П'ОПЕРАЦ.№1 ХАРТ;Фармгруппа1;;Перевязочные изделия;;;;
092->000;ПОВЯЗКА КОСМОПОР-Е 15Х6 П'ОПЕРАЦ.№1 ХАРТ;Исключения 2-3-3-2-3-2-6;;;;45;;
092->000;ПОВЯЗКА КОСМОПОР-Е 15Х6 П'ОПЕРАЦ.№1 ХАРТ;Иск_1-2-1-3-1-4-3-1-7_4;;;;15;;
092->000;ПОВЯЗКА КОСМОПОР-Е 15Х6 П'ОПЕРАЦ.№1 ХАРТ;Иск_1-2-1-3-1-4-3-1-7_8;;;;10;;
092->000;ПОВЯЗКА КОСМОПОР-Е 15Х6 П'ОПЕРАЦ.№1 ХАРТ;Иск_2-1-1-4-1-1-2-2-5_1;;;;105;;
092->000;Лактацид фарма ср-во д/интим гигиены смягч 250мл;Фармгруппа1;;Интимная косметика;;;;
092->000;МЕНАЛИНД КРЕМ Д'КОЖИ ЗАЩИТНЫЙ 200МЛ ХАРТ;Фармгруппа1;;БАД наружные;;;;
092->000;Игла медиц 0,8Х40мм;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Прокл, Котекс ультра ночные драй  №14;Фармгруппа1;;Гигиена женская (прокладки, тампоны);;;;
092->000;Ergoforma чулки антиэмбол белые кк2 р.М 247;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;ЛЕЙКОПЛ.ОМНИПЛАСТ 9,2Х5СМ.ТЕКСТ.ТЕЛЕС.ЦВ.ХАРТ;Фармгруппа1;;#Н/Д;;;;
092->000;ЛЕЙКОПЛ.ОМНИПЛАСТ 9,2Х5СМ.ТЕКСТ.ТЕЛЕС.ЦВ.ХАРТ;Иск_1-2-1-3-1-4-3-1-7_1;;;;48;;
092->000;ЛЕЙКОПЛ.ОМНИПЛАСТ 9,2Х5СМ.ТЕКСТ.ТЕЛЕС.ЦВ.ХАРТ;Иск_1-2-1-3-1-4-3-1-7_4;;;;26;;
092->000;ЛЕЙКОПЛ.ОМНИПЛАСТ 9,2Х5СМ.ТЕКСТ.ТЕЛЕС.ЦВ.ХАРТ;Иск_1-2-1-3-1-4-3-1-7_6;;;;47;;
092->000;ЛЕЙКОПЛ.ОМНИПЛАСТ 9,2Х5СМ.ТЕКСТ.ТЕЛЕС.ЦВ.ХАРТ;Иск_1-2-1-4-1-4-3-1-7_5;;;;53;;
092->000;ПЕРЧАТКИ ПЕХА-СОФТ НИТРИЛ.Н'С ДИАГ.НЕОПУДР.Р.L №50(100Ш)ХАРТ;Иск_1-2-1-4-1-4-3-1-7_5;;;;7;;
092->000;Промисан, капс №120;Фармгруппа1;;#Н/Д;;;;
092->000;Хлоргексидин, р-р 0.05% 70мл;Фармгруппа1;;Антисептические;;;;
092->000;Eva sun, автозагар д/лица/тела голден бронз 150мл;Фармгруппа1;;Солнцезащитные средства;;;;
092->000;Подгуз Хаггис элит софт 2-5кг №27;Фармгруппа1;;Подгузники, пеленки, клеенки;;;;
092->000;Подгуз Хаггис элит софт 2-5кг №27;Исключения ЦО 2;;;;30;;
092->000;Подгуз Хаггис элит софт 2-5кг №27;Исключения Эластичные 1;;;;39;;
092->000;Подгуз Хаггис элит софт 2-5кг №27;Иск_1-1-3-5-4-3-3-3-2;;;;25;;
092->000;ПЕРЧАТКИ ЛАТЕКС НЕОПУДРЕННЫЕ XL ПОВЫШ.ПРОЧ.;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Д/п Гербер пюре овощ.салат 130г;Фармгруппа1;;Детское пюре;;;;
092->000;Тампоны О.В. оригинал нормал №16__Аналог;Фармгруппа1;;#Н/Д;;;;
092->000;Тампоны О.В. оригинал нормал №16;Фармгруппа1;;Гигиена женская (прокладки, тампоны);;;;
092->000;Сантимин (вишня) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Сантимин (земляника) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Сантимин (малина) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Сантимин (манго) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Сантимин (персик) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Сантимин (черника) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Сантимин(апельсин) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Сантимин(клубника) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Сантимин(лесная ягода) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Сантимин(лимон) фиточай ф/п №30;Группа скидки;;;;2;;
092->000;Ножницы д/разрез повязок горизонт/изогнут с пуговицей 185мм;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Авент, пакет д/стер в микровол печи №5 82970;Фармгруппа1;;#Н/Д;;;;
092->000;Чай "Похудей для здоровья людей" апельс и мандар ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" апельсин ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" ваниль ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" вишня ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" земляникаф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" клубника ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" лесные ягоды ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" лимон ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" лотоса ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" малина ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" манго ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" черн. смородина ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" черника ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай "Похудей для здоровья людей" яблоко ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай Похудей , ф/пак №30;Группа скидки;;;;2;;
092->000;Чай Похудей Ананас, ф/пак №30;Группа скидки;;;;2;;
092->000;Чай Похудей Апельсин+Мандарин, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Апельсин, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Блэк, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Ваниль ф/п №30;Группа скидки;;;;2;;
092->000;Чай Похудей Вишневый, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей для здоровья людей роза ф/п 2г №30;Группа скидки;;;;2;;
092->000;Чай Похудей Земляничн., ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Капучино ф/п №30;Группа скидки;;;;2;;
092->000;Чай Похудей Клубничн., ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Лесная Ягода, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Лимонный, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Малиновый, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Манго, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Мандарин, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Мелисса, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей Персик, ф/пак. №30;Группа скидки;;;;2;;
092->000;Чай Похудей плюс стройная фигура, ф/пак 2г №24 Апельсин;Группа скидки;;;;2;;
092->000;Чай Сантимин, №30 Апельсин;Группа скидки;;;;2;;
092->000;Чай Сантимин, №30 Вишня;Группа скидки;;;;2;;
092->000;Чай Сантимин, №30 Клубника;Группа скидки;;;;2;;
092->000;Чай Сантимин, №30 Лесная ягода;Группа скидки;;;;2;;
092->000;Чай Сантимин, №30 Лимон;Группа скидки;;;;2;;
092->000;Чай Сантимин, №30 Малина;Группа скидки;;;;2;;
092->000;Чай Сантимин, №30 персик;Группа скидки;;;;2;;
092->000;Чай Сантимин, №30 Черника;Группа скидки;;;;2;;
092->000;Ergoforma чулки антиварик коричневые 211 кк1 р.2;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Лактацид фарма ср-во д/интим гигиены смягч 250мл;Исключения Эластичные 1;;;;39;;
092->000;Бандаж до-послеродовой Герда 9806 р.1 беж;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;САЛФЕТКА 2-Х СЛ.СТЕР 45Х29 №5;Фармгруппа1;;#Н/Д;;;;
092->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Фармгруппа1;;Перевязочные изделия;;;;
092->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Исключения ЦО 2;;;;15;;
092->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Исключения 2-3-3-2-3-2-6;;;;35;;
092->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Исключения Эластичные 1;;;;26;;
092->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Исключение 3-2-2-5-2-3-4-2-4 О;;;;30;;
092->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Иск_1-1-1-3-1-1-3-1-5_1;;;;33;;
092->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;33;;
092->000;Повязка Бранолинд N с перуан бальз 10х20см №1 Харт;Иск_1-1-3-5-4-3-3-3-2;;;;30;;
092->000;Бинт Пеха-Крепп 4м х 10см инд уп Харт;Фармгруппа1;;#Н/Д;;;;
092->000;Бинт Пеха-Крепп 4м х 10см инд уп Харт;Иск_1-2-1-3-1-4-3-1-7_8;;;;33;;
092->000;Бинт Пеха-Крепп 4м х 10см инд уп Харт;Иск_1-2-1-4-1-4-3-1-7_5;;;;10;;
092->000;ПОВЯЗКА КОСМОПОР-Е 15Х9 П'ОПЕРАЦ.№10 ХАРТ;Фармгруппа1;;Перевязочные изделия;;;;
092->000;Прокл, Котекс янг нормал сетч №10;Иск_1-1-1-3-1-1-3-1-5_1;;;;40;;
092->000;КОНТЕЙНЕР ПИЛЮЛЯ НА 1 ДЕНЬ;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;КОНТЕЙНЕР ПИЛЮЛЯ НА 1 ДЕНЬ;Иск_1-1-3-5-4-3-3-3-2;;;;30;;
092->000;Сантимин (вишня) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Сантимин (земляника) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Сантимин (малина) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Сантимин (манго) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Сантимин (персик) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Сантимин (черника) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Сантимин(апельсин) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Сантимин(клубника) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Сантимин(лесная ягода) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Сантимин(лимон) фиточай ф/п №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" апельс и мандар ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" апельсин ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" ваниль ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" вишня ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" земляникаф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" клубника ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" лесные ягоды ф/п 2г №30;Рекламная акция;;Zavezu;;;;
092->000;Чай "Похудей для здоровья людей" лимон ф/п 2г №30;Рекламная акция;;Zavezu;;;;
